command,string_value,ngram,matched_token,matched_category,line,name,game_id
PRINT,"""du hast den gehilfen""","['PRINT', '""du hast den gehilfen""']",PRINT,command-string-adjacent,14267,spukhaus3,5
PRINT,"""verjagt""","['PRINT', '""verjagt""']",PRINT,command-string-adjacent,14267,spukhaus3,5
PRINT,"""such das kreuz""","['PRINT', '""such das kreuz""']",PRINT,command-string-adjacent,14408,spukhaus3,5
PRINT,"""du hast dracula""","['PRINT', '""du hast dracula""']",PRINT,command-string-adjacent,14440,spukhaus3,5
PRINT,"""verjagt""","['PRINT', '""verjagt""']",PRINT,command-string-adjacent,14440,spukhaus3,5
PRINT,"""such den zettel""","['PRINT', '""such den zettel""']",PRINT,command-string-adjacent,15010,spukhaus3,5
PRINT,"""such den schlues-""","['PRINT', '""such den schlues-""']",PRINT,command-string-adjacent,15030,spukhaus3,5
PRINT,"""sel jetzt""","['PRINT', '""sel jetzt""']",PRINT,command-string-adjacent,15030,spukhaus3,5
PRINT,"""du musst was essen""","['PRINT', '""du musst was essen""']",PRINT,command-string-adjacent,15100,spukhaus3,5
PRINT,"""du musst was trinken""","['PRINT', '""du musst was trinken""']",PRINT,command-string-adjacent,15200,spukhaus3,5
PRINT,"""du musst was trinken""","['PRINT', '""du musst was trinken""']",PRINT,command-string-adjacent,15210,spukhaus3,5
PRINT,"""du musst schlafen""","['PRINT', '""du musst schlafen""']",PRINT,command-string-adjacent,15300,spukhaus3,5
PRINT,"""es wird dunkel""","['PRINT', '""es wird dunkel""']",PRINT,command-string-adjacent,20020,spukhaus3,5
PRINT,"""{home}{red}es ist""","['PRINT', '""{home}{red}es ist""']",PRINT,command-string-adjacent,21210,spukhaus3,5
PRINT,"""moeglich""","['PRINT', '""moeglich""']",PRINT,command-string-adjacent,40015,spukhaus3,5
PRINT,"""zugeschlossen""","['PRINT', '""zugeschlossen""']",PRINT,command-string-adjacent,40110,spukhaus3,5
PRINT,"""{home}{red}""","['PRINT', '""{home}{red}""']",PRINT,command-string-adjacent,40300,spukhaus3,5
PRINT,"""{home}{black}""","['PRINT', '""{home}{black}""']",PRINT,command-string-adjacent,40310,spukhaus3,5
PRINT,"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right} ""","['PRINT', '""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right} ""']",PRINT,command-string-adjacent,40330,spukhaus3,5
PRINT,"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H ""","['PRINT', '""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H ""']",PRINT,command-string-adjacent,40340,spukhaus3,5
PRINT,"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H ""","['PRINT', '""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H ""']",PRINT,command-string-adjacent,40341,spukhaus3,5
PRINT,"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H{CBM-K}""","['PRINT', '""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H{CBM-K}""']",PRINT,command-string-adjacent,40342,spukhaus3,5
PRINT,"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{CBM-U}""","['PRINT', '""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{CBM-U}""']",PRINT,command-string-adjacent,40343,spukhaus3,5
PRINT,"""sen""","['PRINT', '""sen""']",PRINT,command-string-adjacent,40420,spukhaus3,5
PRINT,"""interesse""","['PRINT', '""interesse""']",PRINT,command-string-adjacent,41000,spukhaus3,5
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}tuer ist zugeschlos-""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}tuer ist zugeschlos-""']",PRINT,command-string-adjacent,41100,spukhaus3,5
PRINT,"""sen""","['PRINT', '""sen""']",PRINT,command-string-adjacent,41110,spukhaus3,5
PRINT,"""in""","['PRINT', '""in""']",PRINT,command-string-adjacent,41585,spukhaus3,5
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,45000,spukhaus3,5
PRINT,"""{home}{red}""","['PRINT', '""{home}{red}""']",PRINT,command-string-adjacent,45002,spukhaus3,5
PRINT,"""{home}{black}""","['PRINT', '""{home}{black}""']",PRINT,command-string-adjacent,45003,spukhaus3,5
PRINT,"""{rvs_on}""","['PRINT', '""{rvs_on}""']",PRINT,command-string-adjacent,45010,spukhaus3,5
PRINT,"""                    ""","['PRINT', '""                    ""']",PRINT,command-string-adjacent,45020,spukhaus3,5
PRINT,"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verhungert""","['PRINT', '""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verhungert""']",PRINT,command-string-adjacent,46000,spukhaus3,5
PRINT,"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verdurstet""","['PRINT', '""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verdurstet""']",PRINT,command-string-adjacent,46100,spukhaus3,5
PRINT,"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist vor muedigkeit""","['PRINT', '""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist vor muedigkeit""']",PRINT,command-string-adjacent,46200,spukhaus3,5
PRINT,"""{down}tod umgefallen""","['PRINT', '""{down}tod umgefallen""']",PRINT,command-string-adjacent,46210,spukhaus3,5
PRINT,"""{clr}{down}{down}du hast verloren""","['PRINT', '""{clr}{down}{down}du hast verloren""']",PRINT,command-string-adjacent,46300,spukhaus3,5
PRINT,"""{down}{down}der gehilfe draculas  {down}hat dich getoetet""","['PRINT', '""{down}{down}der gehilfe draculas  {down}hat dich getoetet""']",PRINT,command-string-adjacent,46305,spukhaus3,5
PRINT,"""{clr}{down}{down}{down}du hast verloren""","['PRINT', '""{clr}{down}{down}{down}du hast verloren""']",PRINT,command-string-adjacent,46400,spukhaus3,5
PRINT,"""{down}{down}dracula hat dich      {down}gebissen""","['PRINT', '""{down}{down}dracula hat dich      {down}gebissen""']",PRINT,command-string-adjacent,46405,spukhaus3,5
PRINT,"""{clr}{down}{down}{down}du hast gewonnen      {down}du hast jane befreit""","['PRINT', '""{clr}{down}{down}{down}du hast gewonnen      {down}du hast jane befreit""']",PRINT,command-string-adjacent,46700,spukhaus3,5
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']",PRINT,command-string-adjacent,49000,spukhaus3,5
PRINT,"""                     ""","['PRINT', '""                     ""']",PRINT,command-string-adjacent,49020,spukhaus3,5
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,10,zeichen-gen2,0
PRINT,"""original-zeichensatz:   k = komplett          b = nur buchstaben  ""","['PRINT', '""original-zeichensatz:   k = komplett          b = nur buchstaben  ""']",PRINT,command-string-adjacent,22,zeichen-gen2,0
PRINT,"""  n = nichts aendern    ""","['PRINT', '""  n = nichts aendern    ""']",PRINT,command-string-adjacent,23,zeichen-gen2,0
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,170,zeichen-gen2,0
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  12345678{up}""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  12345678{up}""']",PRINT,command-string-adjacent,1000,zeichen-gen2,0
PRINT,"""{down}""","['PRINT', '""{down}""']",PRINT,command-string-adjacent,1005,zeichen-gen2,0
PRINT,"""\""","['PRINT', '""\\""']",PRINT,command-string-adjacent,1030,zeichen-gen2,0
PRINT,""" ""","['PRINT', '"" ""']",PRINT,command-string-adjacent,1040,zeichen-gen2,0
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,2000,zeichen-gen2,0
PRINT,"""<d> = disk     ""","['PRINT', '""<d> = disk     ""']",PRINT,command-string-adjacent,2001,zeichen-gen2,0
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,3000,zeichen-gen2,0
PRINT,"""<d> = disk     ""","['PRINT', '""<d> = disk     ""']",PRINT,command-string-adjacent,3001,zeichen-gen2,0
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']",PRINT,command-string-adjacent,4610,zeichen-gen2,0
PRINT,"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}        {right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}      ""","['PRINT', '""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}        {right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}      ""']",PRINT,command-string-adjacent,4620,zeichen-gen2,0
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']",PRINT,command-string-adjacent,5000,zeichen-gen2,0
PRINT,"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}aktuelles{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}zeichen{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""","['PRINT', '""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}aktuelles{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}zeichen{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""']",PRINT,command-string-adjacent,5005,zeichen-gen2,0
PRINT,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""","['PRINT', '""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']",PRINT,command-string-adjacent,6000,zeichen-gen2,0
PRINT,"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}  wird  {right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""","['PRINT', '""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}  wird  {right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""']",PRINT,command-string-adjacent,6005,zeichen-gen2,0
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,9040,zeichen-gen2,0
PRINT,"""{clr}""","['PRINT', '""{clr}""']",PRINT,command-string-adjacent,10005,zeichen-gen2,0
PRINT,"""{clr}{down}homecomputer-assembler{down}","['PRINT', '""{clr}{down}homecomputer-assembler{down}']",PRINT,command-string-adjacent,50,assembler,7
PRINT,"""cassette / disk {rvs_on}c{rvs_off}/{rvs_on}d{rvs_off}""","['PRINT', '""cassette / disk {rvs_on}c{rvs_off}/{rvs_on}d{rvs_off}""']",PRINT,command-string-adjacent,200,assembler,7
PRINT,"""opcode error in""","['PRINT', '""opcode error in""']",PRINT,command-string-adjacent,4010,assembler,7
PRINT,"""adr error in""","['PRINT', '""adr error in""']",PRINT,command-string-adjacent,19990,assembler,7
PRINT,"""{down}einladen vom:{down}","['PRINT', '""{down}einladen vom:{down}']",PRINT,command-string-adjacent,20000,assembler,7
PRINT,"""editor ?""","['PRINT', '""editor ?""']",PRINT,command-string-adjacent,20005,assembler,7
PRINT,"""{up}disassembler ?""","['PRINT', '""{up}disassembler ?""']",PRINT,command-string-adjacent,20010,assembler,7
PRINT,"""{down}cassette zurueckspulen""","['PRINT', '""{down}cassette zurueckspulen""']",PRINT,command-string-adjacent,50000,assembler,7
PRINT,"""dann {rvs_on} p {rvs_off} druecken!""","['PRINT', '""dann {rvs_on} p {rvs_off} druecken!""']",PRINT,command-string-adjacent,50000,assembler,7
PRINT,"""{clr}{rvs_on}{down}{down}""","['PRINT', '""{clr}{rvs_on}{down}{down}""']",PRINT,command-string-adjacent,10,car-crash2,14
PRINT,""" ""","['PRINT', '"" ""']",PRINT,command-string-adjacent,25,car-crash2,14
PRINT,"""{down}{down}""","['PRINT', '""{down}{down}""']",PRINT,command-string-adjacent,40,car-crash2,14
PRINT,"""{down}{down}{rvs_on}""","['PRINT', '""{down}{down}{rvs_on}""']",PRINT,command-string-adjacent,50,car-crash2,14
PRINT,""" ""","['PRINT', '"" ""']",PRINT,command-string-adjacent,60,car-crash2,14
PRINT,"""{down}{down}""","['PRINT', '""{down}{down}""']",PRINT,command-string-adjacent,80,car-crash2,14
PRINT,"""{blue}   (1) := 1 spieler""","['PRINT', '""{blue}   (1) := 1 spieler""']",PRINT,command-string-adjacent,80,car-crash2,14
PRINT,"""{down}   (2) := 2 spieler""","['PRINT', '""{down}   (2) := 2 spieler""']",PRINT,command-string-adjacent,85,car-crash2,14
PRINT,"""    {down}{down}{down}bitte warten""","['PRINT', '""    {down}{down}{down}bitte warten""']",PRINT,command-string-adjacent,88,car-crash2,14
PRINT,"""{home}{red}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}T{right}H{right}E{right}{right}{right}{right}{right}{right}{right}{right}E{right}N{right}D{home}{blue}""","['PRINT', '""{home}{red}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}T{right}H{right}E{right}{right}{right}{right}{right}{right}{right}{right}E{right}N{right}D{home}{blue}""']",PRINT,command-string-adjacent,4065,car-crash2,14
PRINT,"""{clr}{blue}{rvs_off}""","['PRINT', '""{clr}{blue}{rvs_off}""']",PRINT,command-string-adjacent,5060,car-crash2,14
PRINT,"""U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I""","['PRINT', '""U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I""']",PRINT,command-string-adjacent,5080,car-crash2,14
PRINT,"""{SHIFT--}QQQQQQQQQ  QQQQQQQQQ{SHIFT--}""","['PRINT', '""{SHIFT--}QQQQQQQQQ  QQQQQQQQQ{SHIFT--}""']",PRINT,command-string-adjacent,5090,car-crash2,14
PRINT,"""{SHIFT--}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}""","['PRINT', '""{SHIFT--}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}""']",PRINT,command-string-adjacent,5100,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}QQQQQQQ  QQQQQQQ{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}QQQQQQQ  QQQQQQQ{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5110,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5120,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQQQ  QQQQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQQQ  QQQQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5130,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QU{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QU{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}IQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5140,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQ  QQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQ  QQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5150,car-crash2,14
PRINT,"""{SHIFT--}Q{CBM-V}Q{CBM-V}Q{CBM-V}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{CBM-V}Q{CBM-V}Q{CBM-V}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{CBM-V}Q{CBM-V}Q{CBM-V}QU{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}IQ{CBM-V}Q{CBM-V}Q{CBM-V}Q{SHIFT--}""']",PRINT,command-string-adjacent,5160,car-crash2,14
PRINT,"""{SHIFT--}       {SHIFT--}    {SHIFT--}       {SHIFT--}""","['PRINT', '""{SHIFT--}       {SHIFT--}    {SHIFT--}       {SHIFT--}""']",PRINT,command-string-adjacent,5170,car-crash2,14
PRINT,"""{SHIFT--}       {SHIFT--}{green}{CBM-E} 2 {blue}{SHIFT--}       {SHIFT--}""","['PRINT', '""{SHIFT--}       {SHIFT--}{green}{CBM-E} 2 {blue}{SHIFT--}       {SHIFT--}""']",PRINT,command-string-adjacent,5180,car-crash2,14
PRINT,"""{SHIFT--}Q{CBM-C}Q{CBM-C}Q{CBM-C}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{CBM-C}Q{CBM-C}Q{CBM-C}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{CBM-C}Q{CBM-C}Q{CBM-C}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{CBM-C}Q{CBM-C}Q{CBM-C}Q{SHIFT--}""']",PRINT,command-string-adjacent,5190,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQ  QQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQ  QQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5200,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5210,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQQQ  QQQQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}Q{SHIFT--}QQQQQ  QQQQQ{SHIFT--}Q{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5220,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5230,car-crash2,14
PRINT,"""{SHIFT--}Q{SHIFT--}QQQQQQQ  QQQQQQQ{SHIFT--}Q{SHIFT--}""","['PRINT', '""{SHIFT--}Q{SHIFT--}QQQQQQQ  QQQQQQQ{SHIFT--}Q{SHIFT--}""']",PRINT,command-string-adjacent,5240,car-crash2,14
PRINT,"""{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}""","['PRINT', '""{SHIFT--}QJ{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-D}  {CBM-F}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}KQ{SHIFT--}""']",PRINT,command-string-adjacent,5250,car-crash2,14
PRINT,"""{SHIFT--}QQQQQQQQQ  QQQQQQQQQ{SHIFT--}""","['PRINT', '""{SHIFT--}QQQQQQQQQ  QQQQQQQQQ{SHIFT--}""']",PRINT,command-string-adjacent,5260,car-crash2,14
PRINT,"""J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""","['PRINT', '""J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""']",PRINT,command-string-adjacent,5270,car-crash2,14
